state,black_pct,pct_und
ID,0.6938145830301266,66.5
ME,1.382861147801709,61.5
NH,1.5982209351662013,54
ND,2.9053133469976227,39.5
PR,11.652318087346279,32.3
HI,1.8300478027472165,32
OR,1.9051514079485146,21.733333333333334
SD,2.01358084531114,18.5
MT,0.5047356443493498,16.25
NM,2.108529028595133,15.333333333333334
